text,label
Adoni lo road expansion project start avvunu this month,0
"generator sound undii, power back avnu ani excited avnu, neighbour generator avunu — false hope bru",1
"ShareChat lo rasam 50% off undoo, order chesanu, delivery charge 100 rs — discount illusion bru",1
"night lo Sai snore chesdu, nenu headphones pettanu, battery ledoo, suffering begin avunu",1
"government trader recruitment notification release avunuu, applications start avvunuu",0
"Dharani cheppindi exam postpone avvunu ani, relief avnu",0
"naaku pulihora chala ishtam, amma chesaadhu, vere pulihora chesaadhu — betrayal",1
Tejaswi adugindi 'emaina special undyva nalo?' — nenu OS notes rasaanu simultaneously finished bro,1
"Proddatur lo okaa seat dorikithe lucky ani anukuntunna, destination ki reach avvunuu — always like this",1
nenu Naidu tho Adoni meet avunu ani plan chesaadu,0
"Bhavana cheppindi 'just be yourself' ani, nenu myself avunu undi, works leduu brooo — bad advice",1
"Vijay Eswari ki pulihora treat ichadu, Eswari friend kuda vasindi, friend ki koodaa treat ichadu — poverty begins",1
"Lucky cheppadu results holiday lo vasthay ani, wait chesamu",0
"Mohan cooking first time chesdu, rasam chesanu, amma feedback: 'next time laedu chesuku' — harsh review",1
"diet chesadhu, results edu, rasam eat chesdu, results leduu — same outcome different happiness",1
"new flyover Hyderabad lo ready avunuu next month, traffic ease avunu anukunta",0
"pesarattu order chesanu, delivery boy chepdu '5 mins', 45 mins avunuu — elastic 5 mins bro",1
"Bhavana cheppindi library books return date vasindi ani, return chesanu",0
relationship status: ML tho — at least it needs me bro,1
"sambar traditional Machilipatnam dish undi, festivals lo prepare avunuu",0
"night mess lo curd rice extra undoo, Ramu 5 plates tinnadu — bulk season bru",1
"Telugu cinema industry chaala big undhi, annual revenue chaalaa undii",0
"meme post chesanu, 0 likes, friend post chesanu same meme, viral avvunu — timing is everything bro",1
"Nitesh exam hall lo calculator teesukochadu, digital circuits lo calculations edu — prepared for wrong subject haha",1
Secunderabad lo road expansion project start avunuu this month,0
NTR interview lo 'fans my strength' annadu — fans hearing this: power up avunuu no cap,1
"Nitesh adugadu which digital circuits book better ani, reference book suggest chesanu",0
"night lo lemon rice eat chesanu, morning ki ammaa ki telusindi — digestive system traitor broo",1
Surya Hindupur lo relatives ni chusaadaniki chesadhu weekend lo,0
"naa engineering drawing record okkaa page kooda rayaledu, submission day lo Sekhar xerox shop lo undoo",1
"dal rice traditional Rajahmundry dish undy, festivals lo prepare avunuu",0
"YouTube lo chutney 50% off undhi, order chesanu, delivery charge 100 rs — discount illusion brooo",1
"India win avvunu, Naidu bike lo celebrate chesadu — okkaa run ki overreact avvunuu bro",1
"bus timings change avunu Rajahmundry lo recently, new schedule vasindi",0
"new flyover Kadapa lo ready avunuu next month, traffic ease avunu anukuntaa",0
"morning garelu breakfast ki chesamu, ammaaa chesaadu today",0
"group chat lo message chesaadhu, everyone read, no reply — ghost protocol activate avvunu",1
"internals lo Mani ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brooo",1
"today maths lab session undy, experiment complete chesadhu",0
SP avvadam challaa kaashtam kani worth it undi anukunta,0
"to-do list rasanu, to-do list kuda to-do lo undy — meta productivity brooo",1
"Kalyan Ram movie lo villain chaalaa try chesadhu, hero ki okkka scratch laedu — plot armour S tier",1
"Sai Tej movie lo villain chaala try chesadu, hero ki okka scratch laedu — plot armour S tier",1
today night lo Tarun Kadapa ki Dio lo vellaadu,0
"nenu Kavya tho algorithms group study chesaadu, helpful avunuu",0
nanna smartphone istE WhatsApp lo naa result forward chesadhu relatives ki — appreciated leduu broh,1
bike maintain cheyyadaniki regular service okaa month ki okkka sari chesukovalani,0
public transport use cheyyadam traffic reduce avvunu pollution kudaa taginchutundi,0
"Bhimavaram chaallu big city undii, population chaallu undi currently",0
software engineering nerchukovadam career ki important undi anukuntaa,0
"ammaaa cooking chesthu undhi, nenu help cheyyadam try chesanu — 'nuwu poni chadduvuko' annadi",1
nanna smartphone istE WhatsApp lo naa result forward chesadhu relatives ki — appreciated laedu brooo,1
communication skills important undoo any businessman ki,0
"crush 'good morning' text pampindi — nenu ML exam forget chesadhu, failed — worth it bru F",1
"movie lo Nithiin tho fight scene, 50 mandi ni okkka hand tho — physics take a vacation brow",1
"akka result vasindi, ammgaru sweets chesindi, naa result vasindi, ammaa fasting chesindi — clear bias",1
"naa engineering drawing class night lo undie, attend chesanu",0
"PhonePe lo dal rice 50% off undie, order chesanu, delivery charge 100 rs — discount illusion broo",1
naa friend Prabhas dialogue morning ki evening daka repeat chesdu — method acting leduu just annoying,1
"theater lo Prabhas entry scene ki claps, interval ki claps, climax ki claps — nenu snacks ki claps",1
networks concepts challa important undy software engineering ki,0
reading habit chaallu useful undoo long term lo anukuntaa,0
"cooking chesdu, taste check chesanu, taste check again — by end pulihora laedu bru",1
Mehdipatnam lo water supply schedule change avunu maintenance ki,0
"client call lo internet edu avvunu, reschedule chesanu — wifi excuse bru",1
"Pappu Madhavi tho first date ki Vijayawada lo poori tinnaru, bill split chesadhu — modern love",1
"India batting collapse avunuu, nenu software engineering notes rasanu — parallel disasters brow",1
OOPS nerchukovadam career ki important undi anukuntunna,0
nenu Ganesh tho Kurnool meet avnu ani plan chesaadu,0
"naa campus ki cab lo daily velthunna, time avvunuu chaala",0
"room mate broh light 2 AM daka chestunnadu, exam leduu, YouTube undhi — dedication wrong place",1
"India win avvunuu, Raju bike lo celebrate chesadu — okkaa run ki overreact avvunu brow",1
"Instagram lo life chaala undy, real lo meet avvunu — filter world different broo",1
"summer lo Kadapa lo power cut — fan ledhu, AC laedu, life ledoo bru",1
"naa post lo 100 likes vasindi, Raju cheppdu 'paid promotion avvunuu' ani — jealousy speaks brooo",1
Gopi Tadipatri lo relatives ni chusaadaniki chesaadu weekend lo,0
"Mahesh chepdu project submit chesadhu ani, good annanu",0
"chicken curry traditional Vijayawada dish undoo, festivals lo prepare avvunu",0
professor 'open book exam' antey Vikram library motham bag lo pettukochadu 😬,1
"babai cheppadu 'Nitesh ni chuso challa undie' — Nitesh fail avunu bro, different level inspiration",1
Mahesh new cab kinukkunnadu last month Madhapur lo,0
"nenu Amazon lo payment chesadhu bill ki, easy ga undie",0
"new joiner vasadu, nenu senior ani feel avunu, nenu koodaa confused undoo — leading the lost broh",1
"Allu Arjun movie flop avnu, fans 'director problem' antaru — hero ekkudda fault leduu broo",1
today night lo Teja Madhapur ki Royal Enfield lo vellaadu,0
"naa discrete maths valla digital circuits miss aayindi, digital circuits valla discrete maths miss ayindhi — perfect planning",1
"Secunderabad climate challaa hot summers lo, monsoon better ga undie",0
regular exercise chala important undie long term health ki,0
"hostel lo electricity bill split chesamu, AC room ki koodaa split avunu — fair edu broo",1
"sambar traditional Narasaraopet dish undie, festivals lo prepare avvunuu",0
Santosh auditorium lo digital circuits class attend chesaadhu morning lo,0
"India match undoo, algorithms exam kooda undoo, nenu match chesanu — priorities clear bro",1
communication skills important undy any doctor ki,0
"Telugu language chaala old language undy, rich literature undii",0
"Vijayawada lo different areas undy, each area different culture undhi",0
"YouTube order cancel ayindhi, money 7 days lo refund avnu ani cheppindi — 7 days lo naa hunger wait ledhu",1
today evening lo Pappu Hindupur ki Dio lo vellaadu,0
"Naga Chaitanya okkka punch lo 10 mandi ni leduu chesdu, nenu okkaa economics paper clear cheyyalekapoyanu",1
"akka result vasindi, ammaaa sweets chesindi, naa result vasindi, ammaaa fasting chesindi — clear bias",1
statistics oka important branch undoo computer science lo,0
"Hyderabad climate challaa hot summers lo, monsoon better ga undii",0
"long distance relationship undhi, calls challa undoo, meet avunu — bills only growing",1
Bhai cheppaadu new Moj download chesanu try cheyyi ani,0
"valentine's day ki Babai alone undhi, paneer order chesaadhu — self love era",1
"nenu Naidu ki cheppanu today assignment undii ani, thanks annadu",0
"Telugu language chaala old language undi, rich literature undi",0
"nenu Jyothi tho TOC group study chesaadhu, helpful avvunu",0
"YouTube lo okka video chusanu, 3 hours tarvata okkaa click lo — algorithm trap brow",1
"naa management professor chaallu fast bro, notes leduu, brain leduu, future ledoo",1
"bus timings change avvunuu Nellore lo recently, new schedule vasindi",0
"Lavanya cheppiindi tomorrow test undoo statistics lo ani, prepare avvunu",0
"valentine's day ki Srinu alone undhi, pesarattu order chesadhu — self love era gone case",1
movie lo hero love failure tarvata okka song lo recover avunuu — real life lo years kuda laedu,1
"hero bike stunt chesadhu, Kiran try chesadu — bike undi, Kiran hospital lo undhi peak comedy",1
Dinesh today economics assignment submit chesaadhu on time,0
"naa maths class night lo undy, attend chesanu",0
"India batting collapse avunu, nenu English notes rasanu — parallel disasters broh",1
"halwa traditional Proddatur dish undy, festivals lo prepare avunuu",0
"parotta spicy order chesanu, 'extra spicy' antaa, tears vasindi — bravado backfire bru",1
"Ajay laundry okaa month chesadu, room lo mountain avvunuu — Himalayas size bru",1
"new hospital Karimnagar lo open avutundi next month, facilities challa undi",0
"Telugu language chaala old language undy, rich literature undie",0
"Twitter lo argument chesadu Bhaskar, 200 replies vasindi, everyone against — ratio avvunu bro",1
"diet start chesanu — gulab jamun chusaka cancel avnu, health is wealth but food is life brooo",1
"Deepak Bindu kosam OS study chesadu, Bindu different section lo undoo — wasted effort",1
"Suresh cooking first time chesadu, egg rice chesanu, ammaaa feedback: 'next time ledhu chesuku' — harsh review",1
compilers nerchukovadam career ki important undi anukuntunna,0
"long distance relationship undii, calls chaalaa undy, meet avvunu — bills only growing bro what",1
"new joiner vasadu, nenu senior ani feel avvunuu, nenu kudaa confused undhi — leading the lost bro",1
"alarm 5 AM ki pettanu 'productive avutanu' ani, snooze chesanu 6 times — productivity achieved brow",1
"Arjun cheppadu results dawn lo vasthay ani, wait chesamu",0
"nenu attu tho dinner chesamu family tho, chaallu undy",0
"Vani chepindi tomorrow test undhi linear algebra lo ani, prepare avunu",0
"nenu Dunzo lo payment chesaadhu bill ki, easy ga undoo",0
Andhra Pradesh lo agriculture important sector undoo economy ki,0
"nenu gulab jamun tho dinner chesamu family tho, challaa undhi",0
"Tadipatri climate challa hot summers lo, monsoon better ga undoo",0
practical knowledge chaallu important undii theoretical kanna anukunta,0
Chirala lo water supply schedule change avvunu maintenance ki,0
"Madhavi chepindhi tomorrow test undhi maths lo ani, prepare avvunuu",0
"morning dosa breakfast ki chesamu, ammgaru chesaadu today",0
savings cheyyadam important undhi early age lo start cheyyatam better,0
"group chat lo message chesaadhu, everyone read, no reply — ghost protocol activate avvunuu",1
Vijayawada lo IT sector chaallu grow avutundi past decade lo,0
"nenu today Vijayawada ki bus lo vellanu, chaalaa time avunuu",0
nenu Lucky tho Dilsukhnagar meet avvunuu ani plan chesdu,0
"naa post lo 100 likes vasindi, Ajay chepadu 'paid promotion avunuu' ani — jealousy speaks broh",1
"Narasaraopet chaallu big city undii, population chaalaa undhi currently",0
communication skills important undy any MLA ki,0
"YouTube lo okaa video chusanu, 3 hours tarvata okkaa click lo — algorithm trap bro",1
"nenu Kamal ki cheppanu today assignment undhi ani, thanks annadu",0
"Amazon Prime notification off chesanu, silent mode chesaadu, still distracted avnu — problem internal brow",1
"today management lab session undie, experiment complete chesaadu",0
Mani Vijayawada lo relatives ni chusaadaniki chesaadhu weekend lo,0
"Madhavi chepindhi exam postpone avvunu ani, relief avunuu",0
data mining concepts chaala important undoo software engineering ki,0
"naa mess ki bus lo daily velthunna, time avunu challa",0
"Swathi chepindi library books return date vasindi ani, return chesanu",0
"bus timings change avvunu Anantapur lo recently, new schedule vasindi",0
communication skills important undie any collector ki,0
"nenu vada try chesanu first time, okay ga undoo",0
"night mess lo egg rice extra undy, Anna 5 plates tinnadu — bulk season broh",1
password strong ga pettadam online security ki essential undi,0
"Pawan Kalyan movie ticket 500 rs, popcorn 300 rs, hero entry scene — priceless, worth it",1
physics interesting subject undoo naa opinion lo,0
"nenu idli try chesanu first time, okay ga undhi",0
"power cut ayindi, phone dead, fan laedu, summer — Warangal punishment level heat bruh",1
"new joiner vasadu, nenu senior ani feel avunu, nenu koodha confused undhi — leading the lost bro",1
chelli adugutundi 'nuvuu ekkadoo vellav?' nenu: exam. chelli: pass avutava? — motivating broh,1
government schemes challa undy students ki Secunderabad lo,0
"Mahesh cheppadu results afternoon lo vasthay ani, wait chesamu",0
"naa DSA class Monday lo undii, attend chesanu",0
"babai cheppadu 'Srinu ni chuso chaala undie' — Srinu fail avvunu bru, different level inspiration",1
"Sravani cheppiindi tomorrow test undy statistics lo ani, prepare avunuu",0
"Telugu language challa old language undi, rich literature undhi",0
"Mounika dp change chesadhu, Mani first like chesadu — notification ON obviously",1
"Twitter lo argument chesadu Arjun, 200 replies vasindi, everyone against — ratio avnu brow",1
"fantasy cricket lo Shubman Gill select chesadhu, zero points vasindi — real game different bru",1
OOPS concepts challa important undhi software engineering ki,0
"India last over lo 20 kavali, Rahul prayer start chesadu — sudden devotion bro",1
"naa engineering drawing valla OS miss ayindy, OS valla engineering drawing miss ayindi — perfect planning",1
"diet start chesanu — garelu chusaka cancel avvunu, health is wealth but food is life broh",1
lemon rice chala healthy option undie daily diet lo,0
"bus timings change avnu Anantapur lo recently, new schedule vasindi",0
garelu preparation method different ga undoo different regions lo,0
"UPS undoo ante power cut edu kani, UPS battery edu — backup of backup laedu brooo",1
CA ki necessary certifications obtain cheyyadam career growth ki helpful,0
"new flyover Kukatpally lo ready avnu next month, traffic ease avvunu anukuntaa",0
"new flyover Mehdipatnam lo ready avvunuu next month, traffic ease avnu anukunta",0
"bag pack chesanu trip ki, okkaa thing forget chesadhu, charger — always the charger",1
"nenu poori tinnanu, chala undoo anukuntaa",0
"hostel lo electricity bill split chesamu, AC room ki koodha split avvunu — fair ledhu bru",1
"ex vasindi message 'how are you' ani, nenu environmental science fail avutunna — great timing bru",1
"metro lo seat dorikithe lucky day ani anukunta, next stop lo empty avunuu — always like this",1
healthy ga undadam ki halwa tho balanced diet maintain avvunu,0
teamwork skills develop avnu group projects tho anukuntaa,0
"nenu today Machilipatnam ki Apache lo vellanu, challa time avunuu",0
"rasgulla chesthu undie ammaaa, nenu taste chesanu, 'challa undii' annanu — chef appreciation bro",1
"Divya cheppindhi exam postpone avunuu ani, relief avunuu",0
"Sai Vani ki gifts icchaadu, Vani chepindhi 'you are like my brother' — return policy leduu brow",1
"ammaaa cooking chesthu undi, nenu help cheyyadham try chesanu — 'nuvvu poni chadduvuko' annadi",1
"naa statistics record okkaa page kooda rayaledu, submission day lo Lucky xerox shop lo undoo",1
"naa department ki tractor lo daily velthunna, time avunu chaala",0
"nenu Rakesh ki cheppanu today assignment undi ani, thanks annadu",0
"night mess lo sambar extra undie, Babai 5 plates tinnadu — bulk season broh",1
today holiday lo Ravi Machilipatnam ki train lo vellaadu,0
electricity rates change avutunnai Gachibowli lo this quarter,0
"internals lo Babu ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brow",1
"naa linear algebra notes chala neat ga undoo, exam ki neney chadduvukoledu — aesthetic > knowledge",1
"hostel ki amma vasindi, mess food chusaka tears vasindi — maternal emotion brooo",1
"Babai laundry okaa month chesadu, room lo mountain avvunu — Himalayas size brow",1
"rasam traditional Tenali dish undii, festivals lo prepare avvunu",0
nenu Vikram tho Adoni meet avunuu ani plan chesaadhu,0
"new restaurant undii, expensive menu chusaka water only order chesanu — budget dining brow",1
"India match undy, DBMS exam kuda undy, nenu match chesanu — priorities clear broo",1
"restaurant lo menu photos challa undy, actual plate small avnu — food photography crimes bru",1
"new startup Proddatur lo start avunu, local collector opportunities create avvunu",0
Dilsukhnagar lo weather challa hot ga undy summers lo generally,0
"UPS undie ante power cut leduu kani, UPS battery laedu — backup of backup leduu brooo",1
"nenu Teja ki physics concept explain chesanu, understood annadu",0
government 'smart city' antee Kukatpally lo cycle ki roads leduu — very smart planning brow,1
Guntur lo transport options improve avunu metro tho,0
"Ganesh cheppadu tomorrow Tirupati lo program undie ani, attend chestava adugadu",0
"nannagaru WhatsApp lo 'good morning' message forward chesdu, nenu reply leduu chesanu — generational gap",1
"nenu Haritha ki cheppanu class time change avunuu ani, okay annadi",0
"Mahesh Babu oka punch lo 10 mandi ni ledu chesadhu, nenu oka microprocessors paper clear cheyyalekapoyanu",1
"YouTube lo okaa video chusanu, 3 hours tarvata okkaa click lo — algorithm trap brow",1
"engineering colleges challaa undhi Telangana lo, competition kooda chaala",0
"Shubman Gill form bad undii, drop cheyyi anti, fans: 'he is legend' — unconditional support",1
internet speed improve avvunuu rural areas lo new towers tho,0
"Haritha chepindhi notes share cheyyi ani, share chesanu",0
"BYJU's order cancel ayindhi, money 7 days lo refund avunu ani cheppindi — 7 days lo naa hunger wait ledoo",1
"new hospital Ongole lo open avutundi next month, facilities chala undii",0
Madhapur lo infrastructure improve avvunuu last few years lo slowly,0
Gachibowli lo real estate prices increase avunuu last year lo,0
naa friend NTR dialogue morning ki evening daka repeat chesaadhu — method acting edu just annoying,1
"okkaa bite attu tinnanu, finish avunu entire plate — portion control failed bru",1
"Harish Madhavi ki gifts icchaadu, Madhavi chepindi 'you are like my brother' — return policy laedu broh",1
"internals lo Girish ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye bru",1
"Telugu cinema industry challaa big undhi, annual revenue challaa undoo",0
"India last over lo 20 kavali, Bunny prayer start chesaadhu — sudden devotion broo",1
"dal rice traditional LB Nagar dish undi, festivals lo prepare avvunuu",0
"India last over lo 20 kavali, Pavan prayer start chesadu — sudden devotion bru",1
"India last over lo 20 kavali, Harish prayer start chesdu — sudden devotion broh",1
"naa records room ki Splendor lo daily velthunna, time avnu chaallu",0
"Bhavana cheppiindi notes share cheyyi ani, share chesanu",0
ML research field chaala active undoo currently globally,0
"Gandu Gayatri kosam AI study chesadu, Gayatri different section lo undhi — wasted effort",1
"today chemistry lab session undoo, experiment complete chesaadhu",0
"nenu punugulu tho dinner chesamu family tho, chaallu undii",0
Teja records room lo AI class attend chesadhu morning lo,0
"diet start chesanu — tomato rice chusaka cancel avunu, health is wealth but food is life bro",1
"hostel mess lo paneer undy, canteen lo paneer undii, outside lo paneer undii — paneer universe broo",1
"hostel gate closed avvunu, Arjun wall jump chesadu, security undie — caught in 4K bru",1
"nenu dal rice try chesanu first time, okay ga undie",0
"nenu Bunny tho compilers doubts discuss chesanu, clear avunu finally",0
today night lo Prasad Anantapur ki train lo vellaadu,0
"ATM ki poina cash ledu, UPI try chesanu network ledoo — broke in every possible way 😭😭",1
dosa preparation method different ga undii different regions lo,0
"meeting schedule avnu, 'this could have been an email' — every time broh",1
Guntur lo real estate prices increase avvunu last year lo,0
"Hotstar lo chapati order chesanu, wrong item vasindi, hungry avunuu tinna — hunger defeats ego",1
Mehdipatnam lo real estate prices increase avnu last year lo,0
"Farida chepindhi notes share cheyyi ani, share chesanu",0
"YouTube lo okkka video chusanu, 3 hours tarvata oka click lo — algorithm trap brow",1
"morning curd rice breakfast ki chesamu, ammaaa chesdu today",0
"Vijay Deverakonda movie flop avunu, fans 'director problem' antaru — hero ekkudda fault leduu broh",1
vada health benefits challa undi nutritional value tho,0
"Netflix lo gulab jamun order chesanu '30 mins' antee — 2 hours lo vasindi, cold ga undoo",1
"Anu adugundi canteen ekkado undi ani, direction cheppanu",0
software jobs chala undii Kadapa lo young graduates ki,0
Mehdipatnam lo okkaa new Moj office open avvunuu this month,0
"Surya viva lo professor adugadu 'explain engineering drawing', Surya cheppadu 'sir nenu engineering drawing chesanu' — wrong subject attended F",1
"nenu Madhavi ki cheppanu class time change avvunu ani, okay annadi",0
"engineering colleges challaa undhi Telangana lo, competition kudaa challaa",0
"Kalyan Ram mass scene lo BGM chaala loud undie, theater shake ayindhi, naa heart shake aayindi — same energy",1
DSA research field challa active undhi currently globally,0
work from home easy ante — Rahul amma background lo punugulu chesthu meeting lo,1
"cousin vasadu, naa room occupy chesadhu, nenu hall lo — guest rights > family rights brow",1
"Vijay Deverakonda movie trailer chaallu undi ani 4 tickets kattanu, movie logic ledhu — trailer cheated brow",1
MP avvadam chala kaashtam kani worth it undie anukunde,0
vada preparation method different ga undii different regions lo,0
"bus timings change avvunuu Adoni lo recently, new schedule vasindi",0
Adoni lo road expansion project start avunuu this month,0
"work life balance undy ani join chesadhu, 10 PM mail vasindi — balance means different things broh",1
"ammaa chepindi 'doctor avutav' ani, naa marks chusaka 'compounder avnu kaadaa' ani update chesadhu",1
"nannaa 'maa time lo challaa kashtapaddamu' antey, a time lo data mining ledu broh — different struggle",1
"today linear algebra lab session undie, experiment complete chesadu",0
"Rohit laundry oka month chesadu, room lo mountain avunuu — Himalayas size broh",1
"bru cheppadu 'battery saver mode lo undoo' — nenu text chesanu, 3 hours tarvata reply vasindi",1
government schemes chala undi students ki Narasaraopet lo,0
"hostel gate closed avvunu, Ravi wall jump chesaadhu, security undoo — caught in 4K broo",1
"ATM ki poina cash laedu, UPI try chesanu network laedu — broke in every possible way legend",1
"Nithiin mass scene lo BGM challaa loud undoo, theater shake aayindi, naa heart shake ayindhi — same energy",1
"Dunzo lo vada order chesanu '30 mins' antey — 2 hours lo vasindi, cold ga undi",1
relationship status: DSA tho — at least it needs me broo 🥲,1
healthy ga undadam ki gongura rice tho balanced diet maintain avvunu,0
group study sometimes helpful avvunu anukuntunna complex subjects ki,0
"naa mess lo OOPS class cancel ayindii, but attendance portal lo present show avunuu — glitch in the matrix",1
pulihora health benefits chaala undi nutritional value tho,0
"Madhapur lo colleges challaa undie, students everywhere undhi anukuntaa",0
"naaku vada chaala ishtam, ammgaru chesadhu, vere vada chesaadhu — betrayal",1
data scientist avvadam challaa kaashtam kani worth it undhi anukunta,0
"naa environmental science class midnight lo undhi, attend chesanu",0
Sai auditorium lo networks class attend chesaadu morning lo,0
"nannagaru cheppadu 'trader avvali' ani, nenu cheppanu 'try chestunna' ani — 4 years same conversation bro",1
Anantapur lo transport options improve avvunuu metro tho,0
"Bhimavaram lo colleges chaalaa undhi, students everywhere undie anukuntaa",0
relationship status: physics tho — at least it needs me bru,1
"amma chepindhi 'doctor avutav' ani, naa marks chusaka 'compounder avnu kadha' ani update chesadhu",1
"generator sound undhi, power back avnu ani excited avvunuu, neighbour generator avvunuu — false hope broo",1
"online meeting lo nenu mute avunuu matladanu 5 mins — everyone heard, no one told bro",1
"peddamma cheppindi 'Suma ni chuso doctor avvunu' ani, Suma ki MBBS ledoo — inspiration from fiction",1
"generator sound undy, power back avvunu ani excited avunuu, neighbour generator avvunuu — false hope broh",1
"Kiran Instagram bio lo 'entrepreneur' pettadu, venture ledu — aspirational lying broo",1
Tenali lo real estate prices increase avnu last year lo,0
"LB Nagar lo different areas undy, each area different culture undii",0
"naaku tomato rice chaalaa ishtam, amma chesaadhu, vere tomato rice chesaadu — betrayal",1
"Girish exam hall lo calculator teesukochadu, statistics lo calculations ledu — prepared for wrong subject",1
"Warangal lo colleges chaallu undi, students everywhere undii anukunde",0
"to-do list rasanu, to-do list koodaa to-do lo undhi — meta productivity broh",1
"Hardik Pandya out avnu, entire India silent avnu — national moment of grief",1
"to-do list rasanu, to-do list koodha to-do lo undoo — meta productivity brooo",1
"nenu Bunny ki cheppanu today assignment undy ani, thanks annadu",0
"hostel room lo 4 people, okkka charger, okaa wifi — survival of the fittest",1
practical knowledge chaala important undhi theoretical kanna anukunta,0
"nenu parotta try chesanu first time, okay ga undhi",0
"nenu Santosh ki cheppanu today assignment undhi ani, thanks annadu",0
Ramesh LB Nagar lo relatives ni chusaadaniki chesaadu weekend lo,0
"to-do list rasanu, to-do list kooda to-do lo undhi — meta productivity bru",1
"new hospital LB Nagar lo open avutundi next month, facilities chaallu undhi",0
"ex vasindi message 'how are you' ani, nenu OOPS fail avutunna — great timing bro",1
"performance review lo self assessment rasanu, manager overwrite chesadu — useless exercise broo",1
roti health benefits chala undy nutritional value tho,0
"India last over lo 20 kavali, Suresh prayer start chesdu — sudden devotion bro",1
electricity rates change avutunnai Kurnool lo this quarter,0
"Virat Kohli interview lo Telugu lo cheppdu, nenu proud avnu — cultural representation bru",1
"Arjun selfie 50 teesadu, okkaa post chesadhu, 2 likes vasindi — effort vs result gap broh",1
"Telugu language challaa old language undi, rich literature undhi",0
"naa management professor chaala fast broh, notes ledoo, brain laedu, future edu seriously",1
"Madhavi adugundi canteen ekkado undoo ani, direction cheppanu",0
"Ram Charan movie lo villain chaalaa try chesdu, hero ki okkaa scratch edu — plot armour S tier",1
"match undhi ani ammgaru ki chepadu, 'ledhu study cheyyi' annadi — different priorities",1
"office coffee machine broken avvunuu, entire team productivity zero — dependency confirmed brooo",1
bike maintain cheyyadaniki regular service oka month ki okkka sari chesukovalani,0
"India last over lo 20 kavali, Deepak prayer start chesaadu — sudden devotion brooo",1
"cricket prediction chesanu, wrong avnu, always — analyst career edu broh",1
"nenu Naidu ki data mining concept explain chesanu, understood annadu",0
communication skills important undhi any software engineer ki,0
"ex vasindi message 'how are you' ani, nenu software engineering fail avutunna — great timing bro",1
"cricket prediction chesanu, wrong avunu, always — analyst career laedu brow",1
"state lo rainfall chala undie this monsoon season, reservoirs full avunuu",0
"naa engineering drawing valla software engineering miss ayindy, software engineering valla engineering drawing miss ayindhi — perfect planning",1
"Madhavi chepindi tomorrow test undie OS lo ani, prepare avunu",0
"Nellore lo colleges chaallu undie, students everywhere undi anukuntunna",0
"attha illu vacchindi, amma cleaning started 6 AM — natural disaster alert",1
"last ball lo 6 kavali, Rahul TV off chesaadhu — cannot witness the end bro",1
statistics interesting subject undoo naa opinion lo,0
"hostel mess lo garelu undy, canteen lo garelu undhi, outside lo garelu undhi — garelu universe broo",1
regular exercise chaallu important undi long term health ki,0
"naa seminar hall ki Activa lo daily velthunna, time avvunu chala",0
"last ball lo 6 kavali, Gandu TV off chesdu — cannot witness the end brow",1
"standup lo 'yesterday same, today same' annanu — honest answer broh, fired avutana anukuntaa",1
"bus timings change avnu Narasaraopet lo recently, new schedule vasindi",0
"propose chesanu, 'I think of you as a brother' annadi — English result kanna worse shock broh",1
"Mounika cheppindhi tomorrow test undhi English lo ani, prepare avnu",0
teacher ki necessary certifications obtain cheyyadam career growth ki helpful,0
Chitti gate lo CN class attend chesadu morning lo,0
Chiranjeevi interview lo 'fans my strength' annadu — fans hearing this: power up avunu,1
"Deepika cheppindhi exam postpone avvunu ani, relief avunuu",0
"new flyover Kukatpally lo ready avnu next month, traffic ease avvunuu anukuntaa",0
"Bhai Jasmine ki butter chicken treat ichadu, Jasmine friend kooda vasindi, friend ki kudaa treat ichadu — poverty begins",1
"Abhi adugadu which OOPS book better ani, reference book suggest chesanu",0
compilers okka important branch undoo computer science lo,0
"night lo Sunil snore chesadhu, nenu headphones pettanu, battery ledoo, suffering begin avunu",1
"hostel mess lo chicken curry undhi, canteen lo chicken curry undy, outside lo chicken curry undie — chicken curry universe brooo",1
"queue lo okka hour stand chesanu, naa turn ki 'closed' board — universal suffering broo",1
"Telugu language challa old language undoo, rich literature undoo",0
TOC prepare avvadam ki daily consistent practice important undoo,0
nenu Mahesh tho Guntur meet avvunu ani plan chesaadhu,0
"nenu Varun tho management doubts discuss chesanu, clear avunu finally",0
"summer lo Ongole lo power cut — fan ledhu, AC ledhu, life edu broo",1
"group project lo Suresh okaa slide chesadu, presentation day lo nenu explain chesanu — Suresh ekkada undie",1
Sekhar seminar hall lo data mining class attend chesdu morning lo,0
Adoni lo IT sector challa grow avutundi past decade lo,0
"Ishani cheppindi 'just be yourself' ani, nenu myself avvunuu undi, works leduu broh — bad advice",1
"government doctor recruitment notification release avunu, applications start avunu",0
"performance review lo self assessment rasanu, manager overwrite chesaadhu — useless exercise bru",1
Mehdipatnam lo water supply schedule change avvunu maintenance ki,0
Eluru lo IT sector chaalaa grow avutundi past decade lo,0
"phone leduu chesanu '1 week', day 3 ki check chesanu — addiction certified broo",1
Secunderabad lo weather chaallu hot ga undi summers lo generally,0
statistics basics strong avunu anti advanced concepts easy avvunu,0
"exam ki notes miss avvadam kaadhu, regular revision important",0
