text,label
"amma WhatsApp status 'my son is my pride' pettindi, naa result vasindhi — delete chesdu 😭😭",1
"nenu gongura rice tinnanu, challaa undi",0
"ammaaa cooking chesthu undi, nenu help cheyyadam try chesanu — ammaa 'nuvvu poni chadduvuko' annadi bruh",1
Naveen library lo CN chadduvutunnadu,0
"nenu pesarattu try chesanu first time, okay ga undi",0
nenu today Karimnagar ki auto lo vellanu cool,0
"today networks lab session undi, prepare avutunna cool",0
online learning convenient ga undii anukuntunna 🙂,0
Mahesh exam hall lo CN class attend chesdu,0
healthy ga undadam ki pesarattu tinate chaalaa undie,0
internships chaala important undii final year ki ok,0
"nenu Chiranjeevi movies chustanu, chaalaa undie antee",0
"naaku chapati chala ishtam, ammaaa chesindi, vere chapati chesindi — betrayal 😂",1
morning pongal breakfast ki chesamu sure,0
Nellore lo new metro line start avutundi next year,0
healthy ga undadam ki biryani tinate chala undii,0
ammaa: nuvu ekada unnav? nenu: library lo. ammaa: mee college lo library ekkadaa undi ra? caught lmao,1
"Naveen Suma ki good morning text chesadu daily, adi read avunuu reply leduu — read receipts cruelty brow 💔",1
"chaala thanks broo, nuvu help chesav — problem chaalaa worse avunuu now 😂",1
"babai cheppadu 'Bunny ni chuso challa undi' — Bunny fail avnu bro, different level inspiration 😂",1
Nellore chaala develop avutundi last few years lo,0
"chaala thanks broo, nuwu help chesav — problem challa worse avunuu now 🤣",1
"valentine's day ki Teja alone undie, upma order chesadu — self love era 😂",1
"ammaa cheppindi 'doctor avutav' ani, naa DSA marks chusaka 'compounder avvachu' ani update chesindi gg",1
Bunny placement cell lo networks class attend chesaadu right,0
"nenu online class attend chesanu today, notes rasanu 🙌",0
online learning convenient ga undie anukunta,0
"Mahesh Sravani ki good morning text chesadu daily, adi read avvunu reply ledu — read receipts cruelty broh",1
"Prasad broo exam ki prepare ledu, result vasthe 'paper tough undy' ani blame chesadu 😂",1
"naa life Balayya movie la undie — interval ki twist, climax ki logic edu brow 😭😭",1
"morning 6 ki alarm, snooze, 7 ki alarm, snooze, 9 ki ammaaa voice — most effective alarm 😂",1
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Vikram 'sleeping' annadu — honest answer 😂",1
Nani back bench lo undy kani first bencher kanna better marks — back lo wifi strong undhi haha,1
"babai cheppadu 'Nani ni chuso challa undii' — Nani fail avunuu brooo, different level inspiration",1
nenu today Guntur ki Activa lo vellanu right,0
"ammaa 'oka engineer ni chadi, set avutav' anti, nenu still ML clear cheyyalekapotunna finished",1
"nenu dosa try chesanu first time, okay ga undi cool",0
gongura rice challa healthy ga undie daily tinte 🙂,0
"Balayya movie review: 'logic leduu' — fans: 'logic ante em brooo, emotion chuso' lol",1
"nenu egg rice try chesanu first time, okay ga undi",0
pesarattu challaa healthy ga undhi daily tinte 👍👍,0
"exam ki notes miss avvadam kaadu, important undie",0
"naaku pongal chaalaa ishtam, ammaa chesindi, vere pongal chesindi — betrayal lol",1
"Haritha 'nuvvu change avvali' annadi, Naidu hairstyle change chesadu — nenu try chesanu brooo lol",1
teacher avvadam challa kaashtam undii kani worth it,0
"valentine's day ki Nani alone undie, dosa order chesadu — self love era",1
Srinu DSA assignment complete chesdu yesterday,0
"ammaa 'oka IAS officer ni chadi, set avutav' antee, nenu still OS clear cheyyalekapotunna",1
Venky new auto kinukkunnadu last month,0
"online class lo professor 'unmute avvandi' ante — 50 fans, 10 dogs, 5 ammaa voices 💀",1
"relatives adugutunnaru 'what are your plans' ani, nenu chemistry pass avvadam plan broh — small goals",1
nenu today Nellore ki auto lo vellanu 🙏,0
Vijayawada lo new metro line start avutundi next year,0
"WhatsApp lo order chesanu '30 mins' anti — 2 hours lo gongura rice vasindi, cold ga undi lol",1
Srinu English assignment complete chesaadu yesterday,0
"Yadav Jyothi ki 'hi' text chesadu, 3 days tarvata reply vasindi — chaalaa busy schedule undy",1
"naa life Chiranjeevi movie la undi — interval ki twist, climax ki logic ledhu broo",1
nenu Tirupati lo Instagram use chesthu undhi,0
"today chemistry lab session undy, prepare avutunna 🙌",0
"Sekhar assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius gg",1
"Swathi 'nuvvu change avvali' annadi, Nani hairstyle change chesadu — nenu try chesanu bro",1
"Tirupati lo okaa seat dorikithe lucky day ani anukunta, destination vastundi edu 😭😭",1
"alarm 5 AM ki pettanu 'productive avutanu' ani, snooze chesanu 6 times — productivity achieved 😂",1
"nanna 'maa time lo chaala cheyyadam kashtapaddamu' anti, aatime lo physics ledhu bro — different struggle",1
"nenu sambar tinnanu, challa undhi",0
"today networks lab session undii, prepare avutunna 🙂",0
"Arjun Anu ki good morning text chesadu daily, adi read avvunu reply laedu — read receipts cruelty brooo rip",1
Arjun TOC assignment complete chesadu yesterday,0
"Chiranjeevi movie review: 'logic edu' — fans: 'logic ante em brooo, emotion chuso' 😂",1
software engineer avvadam challaa kaashtam undhi kani worth it,0
online learning convenient ga undii anukuntunna,0
"internals lo Naidu ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brow 🤣",1
Vikram new RTC bus kinukkunnadu last month,0
"Karimnagar lo okkka seat dorikithe lucky day ani anukunde, destination vastundi laedu 💀",1
nenu today Karimnagar ki Activa lo vellanu,0
"naa chemistry marks chusaka okaa nimisham silent ga undie, grief kaadhu broh — pure shock",1
OS prepare avvadam ki daily 2 hours chadduvukovadam avunuu,0
regular exercise challaa important undii health ki 🙏,0
exam lo Suresh pray chesadu 'God MCQ lo A avvani cheyyatam' — specific prayer works 🤣,1
technology chaala fast ga change avutundi,0
Hyderabad lo traffic problem address cheyyaali antee,0
"GPay lo dosa order chesanu, wrong item vasindhi, hungry avunuu tinna — hunger > ego gg",1
Nellore challa develop avutundi last few years lo,0
healthy ga undadam ki gongura rice tinate chaala undi,0
new flyover Karimnagar lo ready avunuu next month,0
Teja new share auto kinukkunnadu last month 🙌,0
Gopi library lo algorithms chadduvutunnadu,0
Srinu new Splendor kinukkunnadu last month,0
"villain 1000 cr spend chesadu plan ki, hero okkka punch lo finish — ROI zero gg",1
nenu networks interesting undii ante anukuntaa,0
ammaaa: nuvvu ekkadaa unnav? nenu: library lo. amma: mee college lo library ekkada undi ra? caught,1
family function lo oka uncle adugadu 'marks entha' ani — nanna topic change chesadu immediately,1
reading habit chaalaa useful undy long term lo right,0
government new scholarship scheme announce chesindi students ki,0
amma: nuwu ekkada unnav? nenu: library lo. amma: mee college lo library ekada undie ra? caught 🤣,1
software engineer avvadam chaala kaashtam undhi kani worth it,0
Suresh new share auto kinukkunnadu last month,0
doctor avvadam challaa kaashtam undie kani worth it,0
"today ML lab session undie, prepare avutunna",0
nenu today Tirupati ki auto lo vellanu ok,0
"propose chesanu, 'I think of you as a brother' annadi — DSA result kanna worse shock rip",1
Kiran new bike kinukkunnadu last month 👍👍,0
"naa phone new update vasindi, install chesanu sure",0
"nenu dosa try chesanu first time, okay ga undii",0
Kiran new share auto kinukkunnadu last month,0
"naa life Vijay Deverakonda movie la undi — interval ki twist, climax ki logic ledhu bro",1
"diet start chesanu — dosa chusaka cancel avnu, health is wealth food is life 😂",1
"naa wifi chaala fast undii — speed test lo matrame, actual lo edu bro",1
"diet start chesanu — egg rice chusaka cancel chesanu, health is wealth but food is life bruh",1
Bhaskar library lo networks chadduvutunnadu,0
Kurnool challa develop avutundi last few years lo,0
nenu English interesting undy antey anukunta,0
"ammaa cooking chesthu undhi, nenu help cheyyadam try chesanu — ammaaa 'nuvvu poni chadduvuko' annadi gg",1
mass movie antey Prabhas dialogue ni Babai WhatsApp status lo pettadu — feels undii bro gg,1
"Yadav hostel lo attendance edu bro, but ammaa tho 'daily velthunna' antadu — technically edu 💀",1
Tirupati challa develop avutundi last few years lo,0
reading habit chaala useful undi long term lo 🙌,0
"naa algorithms professor chaala fast bro, notes ledu, brain edu, hope leduu, future ledu",1
data scientist avvadam challaa kaashtam undii kani worth it 🙂,0
nenu today Karimnagar ki cycle lo vellanu,0
nenu CN interesting undie anti anukunde,0
Vijayawada lo traffic problem address cheyyaali anti,0
"ammaa cooking chesthu undhi, nenu help cheyyadam try chesanu — ammaa 'nuvvu poni chadduvuko' annadi 💀",1
"ammaaa 'oka IAS officer ni chadi, set avutav' antee, nenu still CN clear cheyyalekapotunna",1
"nenu Allu Arjun movies chustanu, challaa undy antee",0
Sekhar DBMS assignment complete chesdu yesterday,0
"NTR movie lo villain chaala try chesadu, hero ki okaa scratch ledu — plot armour max level",1
"Prasad broo exam ki prepare laedu, result vasthe 'paper tough undie' ani blame chesadu 🤣",1
crush cheppindi 'we are just friends' ani — algorithms fail kanna painful avunuu bro,1
"internals lo Ramu ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye bro lol",1
nenu OS interesting undhi antee anukuntunna,0
"Swathi 'nuvvu change avvali' annadi, Mahesh hairstyle change chesadu — nenu try chesanu bro 💀",1
"Chiranjeevi movie review: 'logic leduu' — fans: 'logic ante em broo, emotion chuso' 💀",1
Arjun back bench lo undii kani first bencher kanna better marks — back lo wifi strong undie bruh,1
weather today chaala hot ga undie Vizag lo,0
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw brow lmao",1
"chaalaa thanks broo, nuvvuu help chesav — problem chaala worse avunu now",1
"today maths lab session undie, prepare avutunna 🤔",0
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu okaa Vizag bus stop daateri ledhu",1
Naidu Hyderabad lo relatives ni chusaadaniki chesadu,0
college lab lo chemistry class edu today ante Venky amma ki call chesadu 'holiday' ani — smart move lol,1
Surya Hyderabad lo relatives ni chusaadaniki chesadu,0
Warangal lo water supply schedule change avnu,0
Vizag lo traffic problem address cheyyaali ante,0
"online class lo professor 'unmute avvandi' antey — 50 fans, 10 dogs, 5 ammaaa voices 😭😭",1
Yadav networks assignment complete chesaadu yesterday,0
CA avvadam chala kaashtam undy kani worth it,0
Ravi maths assignment complete chesdu yesterday,0
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Vikram 'sleeping' annadu — honest answer 😭😭",1
"nenu chicken curry try chesanu first time, okay ga undhi right",0
"challa thanks brooo, nuwu help chesav — problem chaala worse avunuu now",1
relationship status: ML tho bro — at least it needs me 💀,1
weather today chaalaa hot ga undie Nellore lo,0
"meeting lo mute avvunu matladanu, 5 mins tarvata telusindi — everyone saw broh bruh",1
Bhaskar new Activa kinukkunnadu last month,0
"naa life NTR movie la undy — interval ki twist, climax ki logic leduu brooo",1
"Naidu Swathi ki 'hi' text chesadu, 3 days tarvata reply vasindi — chala busy schedule undy haha",1
"relatives adugutunnaru 'what are your plans' ani, nenu ML pass avvadam plan broo — small goals gg",1
"Mounika 'nuvvu change avvali' annadi, Ramu hairstyle change chesadu — nenu try chesanu bro lmao",1
"movie ticket 500 rs, popcorn 300 rs, hero shirtless scene — priceless, worth it 💀",1
"naa phone battery chala fast poothundi, relationships kanna faster rip",1
regular exercise challa important undii health ki hmm,0
"naa life Vijay Deverakonda movie la undy — interval ki twist, climax ki logic ledhu bro",1
biryani challa healthy ga undie daily tinte,0
nenu Karimnagar lo Hotstar use chesthu undi,0
internships challaa important undhi final year ki cool,0
family function lo okka uncle adugadu 'marks entha' ani — nannaa topic change chesadu immediately bruh,1
technology challa fast ga change avutundi ok,0
"chaalaa thanks brooo, nuvu help chesav — problem chala worse avunuu now 🤣",1
"nenu gongura rice tinnanu, chaala undhi ok",0
"nenu NTR movies chustanu, challa undy anti",0
IAS officer avvadam chaalaa kaashtam undii kani worth it 🙂,0
Vijayawada lo water supply schedule change avunuu,0
Vikram physics assignment complete chesdu yesterday,0
"Allu Arjun movie review: 'logic ledhu' — fans: 'logic ante em broo, emotion chuso' bruh",1
pulihora chaala healthy ga undi daily tinte,0
Mahesh seminar hall lo TOC class attend chesdu 🤔,0
"Naveen brooo exam ki prepare edu, result vasthe 'paper tough undie' ani blame chesadu",1
"diet start chesanu — chapati chusaka cancel avnu, health is wealth food is life 😭😭",1
"nannaa 'maa time lo chaalaa cheyydam kashtapaddamu' antey, aatime lo English leduu bro — different struggle",1
Nani ML assignment complete chesaadu yesterday,0
"today DBMS lab session undie, prepare avutunna hmm",0
"Sai Lakshmi ki good morning text chesadu daily, adi read avvunu reply edu — read receipts cruelty brow rip",1
morning dosa breakfast ki chesamu,0
"Prabhas okka punch lo 10 mandi ni ledhu chesadu, nenu okka DSA paper clear cheyyalekapoyanu",1
nenu Rajahmundry lo PhonePe use chesthu undii,0
"nenu sambar try chesanu first time, okay ga undy ok",0
Hyderabad lo traffic problem address cheyyaali ante,0
"diet start chesanu — pongal chusaka cancel chesanu, health is wealth but food is life",1
mass movie ante NTR dialogue ni Srinu WhatsApp status lo pettadu — feels undy bro,1
"nenu dosa try chesanu first time, okay ga undy sure",0
morning sambar breakfast ki chesamu 👍👍,0
"barber ki 'thoda trim' annanu — half head gone bro, lost in translation 😭😭",1
OS prepare avvadam ki daily 2 hours chadduvukovadam avnu,0
internships challa important undhi final year ki,0
Surya ML assignment complete chesaadu yesterday,0
nenu today Guntur ki cycle lo vellanu,0
"naa algorithms marks chusaka okka nimisham silent ga undie, grief kaadhu brow — pure shock",1
electricity rates change avutunnai Nellore lo,0
CA avvadam chala kaashtam undi kani worth it hmm,0
internships chala important undi final year ki 🤔,0
"ammaa cooking chesthu undie, nenu help cheyyadam try chesanu — amma 'nuvvu poni chadduvuko' annadi gg",1
CN nerchukovadam important undy career ki,0
"diet start chesanu — gongura rice chusaka cancel avunuu, health is wealth food is life bruh",1
"ATM ki poina, cash ledu, UPI try chesanu, network leduu — broke in every way",1
"meeting lo mute avnu matladanu, 5 mins tarvata telusindi — everyone saw brow",1
"today DBMS lab session undi, prepare avutunna sure",0
Sekhar exam hall lo TOC class attend chesadhu,0
reading habit challaa useful undhi long term lo,0
"challa thanks brow, nuvvuu help chesav — problem chaalaa worse avvunu now 💀",1
"diet start chesanu — pesarattu chusaka cancel chesanu, health is wealth but food is life lol",1
mass movie antey Chiranjeevi dialogue ni Babai WhatsApp status lo pettadu — feels undii brow bruh,1
"morning 6 ki alarm, snooze, 7 ki alarm, snooze, 9 ki ammaa voice — most effective alarm",1
"nenu online class attend chesanu today, notes rasanu sure",0
weather today challaa hot ga undii Warangal lo,0
online learning convenient ga undii anukunde right,0
"naa networks professor chaalaa fast brooo, notes ledhu, brain ledhu, hope leduu, future ledhu",1
"villain 1000 cr spend chesadu plan ki, hero oka punch lo finish — ROI zero gg",1
weather today challaa hot ga undy Rajahmundry lo,0
Naidu hostel lo maths class attend chesaadu,0
"Suresh Swathi ki good morning text chesadu daily, adi read avunu reply laedu — read receipts cruelty broo",1
Guntur lo water supply schedule change avunuu,0
"Venky placement cell lo attendance edu bro, but ammaaa tho 'daily velthunna' antadu — technically leduu",1
"Rajesh Sravani ki good morning text chesadu daily, adi read avnu reply ledhu — read receipts cruelty brow",1
"hero bike stunt chesadu, Teja try chesadu — bike undy, Teja hospital lo undie haha",1
biryani chala healthy ga undii daily tinte 🙌,0
professor 'open book exam' anti Naveen library motham bag lo pettukochadu 💀,1
healthy ga undadam ki egg rice tinate chaala undy,0
auto wala 'meter ledu' antee 3x rate adugadu — Hyderabad experience gg,1
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw bro 💀",1
nenu today Vijayawada ki auto lo vellanu 🤔,0
"ex vasindi message 'how are you' ani, nenu networks fail avutunna — great timing brooo gg",1
mass movie antey Pawan Kalyan dialogue ni Kiran WhatsApp status lo pettadu — feels undy broh haha,1
"Naidu Bhavana tho first date ki Rajahmundry lo pulihora tinnaru, bill split chesadu — modern love lol",1
"interview ki 'punctual ga veltanu' annanu, 10 mins late avvunu — traffic blame chesanu obviously haha",1
nenu Rajahmundry lo YouTube use chesthu undi,0
"naa life Prabhas movie la undi — interval ki twist, climax ki logic laedu brow 😭😭",1
"Pawan Kalyan movie lo villain challa try chesadu, hero ki oka scratch ledhu — plot armour max level 💀",1
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu okaa Kurnool bus stop daateri ledu gone case",1
online learning convenient ga undi anukuntunna ok,0
"barber ki 'thoda trim' annanu — half head gone broo, lost in translation",1
government 'smart city' antee Kurnool lo cycle ki roads ledu — very smart lol,1
"Instagram lo order chesanu '30 mins' antee — 2 hours lo biryani vasindii, cold ga undi",1
Bunny library lo OS chadduvutunnadu,0
"diet start chesanu — chicken curry chusaka cancel chesanu, health is wealth but food is life 🤣",1
"naa wifi challaa fast undi — speed test lo matrame, actual lo edu brooo lol",1
"nenu NTR movies chustanu, chaala undhi anti",0
Yadav chemistry assignment complete chesadhu yesterday,0
"amma cheppindi 'doctor avutav' ani, naa algorithms marks chusaka 'compounder avvachu' ani update chesindi",1
Bunny exam hall lo TOC class attend chesdu cool,0
gongura rice challaa healthy ga undy daily tinte 🙂,0
"ATM ki poina, cash leduu, UPI try chesanu, network leduu — broke in every way rip",1
"naa wifi chaala fast undi — speed test lo matrame, actual lo ledhu broo lmao",1
water chaalaa taagadam health ki challa avvunu,0
government 'smart city' anti Rajahmundry lo bus ki roads edu — very smart 🤣,1
new flyover Vizag lo ready avunu next month,0
auto wala 'meter leduu' antee 3x rate adugadu — Hyderabad experience 🤣,1
"traffic lo Nellore lo okaa hour stuck, GPS '2 mins away' antu undie — GPS lying broo 🤣",1
"Naveen assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius 😂",1
nanna smartphone istE WhatsApp lo naa result forward chesadu relatives ki — thanks nannaa 💔,1
"chaala thanks brooo, nuvu help chesav — problem chaala worse avnu now",1
dosa challa healthy ga undhi daily tinte 🙏,0
internships challaa important undii final year ki 👍👍,0
nenu Tirupati lo YouTube use chesthu undi,0
idli challaa healthy ga undhi daily tinte 🙏,0
Karimnagar chaala develop avutundi last few years lo,0
ammaaa: nuvvu ekado unnav? nenu: library lo. amma: mee college lo library ekado undy ra? caught 😂,1
"Haritha 'nuvvu change avvali' annadi, Prasad hairstyle change chesadu — nenu try chesanu broo gg",1
"ammaa pongal chesindi, nenu 'challaa undii' annanu — leduu, pure diplomacy brooo",1
naa lab ki walking distance lo undi,0
"challaa thanks broo, nuvu help chesav — problem challaa worse avunuu now",1
"internals lo Gopi ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brooo 😂",1
"ex vasindi message 'how are you' ani, nenu English fail avutunna — great timing broo",1
nenu today Tirupati ki Activa lo vellanu 👍,0
"today ML lab session undy, prepare avutunna",0
"nanna 'maa time lo chala cheyyadam kashtapaddamu' anti, aatime lo CN edu brow — different struggle",1
"naa wifi chaalaa fast undi — speed test lo matrame, actual lo leduu bro bruh",1
college exam hall lo networks class ledu today antee Rajesh amma ki call chesadu 'holiday' ani — smart move gg,1
Naveen Kurnool lo relatives ni chusaadaniki chesadhu,0
amma: nuwu ekada unnav? nenu: library lo. ammaa: mee college lo library ekkadaa undhi ra? caught,1
"naa wifi chaalaa fast undi — speed test lo matrame, actual lo leduu brooo 💀",1
Naveen lab lo OS class attend chesadhu,0
pongal challa healthy ga undii daily tinte 👍👍,0
biryani challaa healthy ga undie daily tinte right,0
pesarattu chaala healthy ga undie daily tinte 🙌,0
"nanna bike ki petrol laedu, naaku pocket money leduu, iddaru same team F",1
Prasad new share auto kinukkunnadu last month,0
Srinu library lo CN chadduvutunnadu,0
new flyover Tirupati lo ready avnu next month,0
water chaalaa taagadam health ki challaa avnu,0
morning chicken curry breakfast ki chesamu sure,0
"barber ki 'thoda trim' annanu — half head gone broo, lost in translation bruh",1
"nenu NTR movies chustanu, chaalaa undhi antey",0
"ammaaa WhatsApp status 'my son is my pride' pettindi, naa result vasindi — delete chesdu gg",1
morning roti breakfast ki chesamu,0
naa university ki walking distance lo undhi,0
Sekhar back bench lo undie kani first bencher kanna better marks — back lo wifi strong undii,1
"naa maths paper lo okkka question kadu telivindi, kani confident ga avunuu rasa — confidence bro not knowledge 💀",1
Bunny library lo chemistry chadduvutunnadu,0
"nenu chicken curry try chesanu first time, okay ga undie",0
networks prepare avvadam ki daily 2 hours chadduvukovadam avnu,0
exam lo Vikram pray chesadu 'God MCQ lo A avvani cheyydam' — specific prayer works bruh,1
Karimnagar lo water supply schedule change avunuu,0
"nenu pongal tinnanu, challa undie right",0
technology chaalaa fast ga change avutundi hmm,0
doctor avvadam chala kaashtam undhi kani worth it,0
"Warangal lo okaa seat dorikithe lucky day ani anukuntaa, destination vastundi ledhu 😭😭",1
nenu chemistry interesting undhi anti anukunta,0
weather today challa hot ga undhi Rajahmundry lo,0
upma chala healthy ga undy daily tinte 🙏,0
Vijayawada challaa develop avutundi last few years lo,0
biryani challa healthy ga undhi daily tinte,0
"ex vasindi message 'how are you' ani, nenu OS fail avutunna — great timing brooo bruh",1
networks nerchukovadam important undhi career ki,0
"'gym join chestanu' ani January 1 ki fee kattanu, January 5 ki forget avvunu — annual tradition bruh",1
Vikram Vijayawada lo relatives ni chusaadaniki chesadhu,0
nenu Vizag lo PhonePe use chesthu undi,0
state lo rainfall chaala undi this monsoon,0
morning vada breakfast ki chesamu cool,0
"ex vasindi message 'how are you' ani, nenu ML fail avutunna — great timing brow 😂",1
"babai cheppadu 'Surya ni chuso chaalaa undii' — Surya fail avvunu broh, different level inspiration",1
"babai cheppadu 'Chitti ni chuso challa undy' — Chitti fail avunuu bro, different level inspiration",1
"ATM ki poina, cash ledu, UPI try chesanu, network laedu — broke in every way finished",1
pongal chaalaa healthy ga undii daily tinte 🙌,0
mass movie antey Chiranjeevi dialogue ni Chitti WhatsApp status lo pettadu — feels undy broh,1
"propose chesanu, 'I think of you as a brother' annadi — ML result kanna worse shock finished",1
"Prasad Anu tho first date ki Nellore lo vada tinnaru, bill split chesadu — modern love lmao",1
"ammaaa 'oka doctor ni chadi, set avutav' antee, nenu still algorithms clear cheyyalekapotunna",1
"Lakshmi 'nuvvu change avvali' annadi, Yadav hairstyle change chesadu — nenu try chesanu broh 💀",1
"valentine's day ki Vikram alone undii, gongura rice order chesadu — self love era 🤣",1
Hyderabad lo water supply schedule change avunu,0
nenu algorithms interesting undii anti anukuntaa,0
"nanna bike ki petrol laedu, naaku pocket money laedu, iddaru same team 💔",1
"ATM ki poina, cash ledu, UPI try chesanu, network laedu — broke in every way gone case",1
group study sometimes helpful avvunu anukuntunna 🙏,0
government 'smart city' anti Rajahmundry lo bus ki roads leduu — very smart gg,1
"Instagram lo egg rice order chesanu, wrong item vasindii, hungry avnu tinna — hunger > ego haha",1
"diet start chesanu — gongura rice chusaka cancel avunuu, health is wealth food is life 😂",1
"amma cheppindi 'doctor avutav' ani, naa English marks chusaka 'compounder avvachu' ani update chesindi bruh",1
"Vijay Deverakonda movie review: 'logic edu' — fans: 'logic ante em brooo, emotion chuso' haha",1
"nenu Vijay Deverakonda movies chustanu, chaala undii antee",0
"villain 1000 cr spend chesadu plan ki, hero okkka punch lo finish — ROI zero 🤣",1
"Chiranjeevi movie lo villain challaa try chesadu, hero ki okkka scratch ledhu — plot armour max level 💀",1
Kurnool chala develop avutundi last few years lo,0
Chitti back bench lo undi kani first bencher kanna better marks — back lo wifi strong undhi bruh,1
"naaku sambar chaala ishtam, amma chesindi, vere sambar chesindi — betrayal",1
"nannaa 'maa time lo challa cheyyatam kashtapaddamu' antey, aatime lo chemistry ledhu broo — different struggle",1
DSA nerchukovadam important undy career ki 🙌,0
relationship status: chemistry tho brooo — at least it needs me 🤣,1
nenu OS interesting undie antee anukuntunna,0
Bhaskar library lo DSA chadduvutunnadu,0
naa library ki walking distance lo undhi,0
nenu Guntur lo GPay use chesthu undie,0
"today networks lab session undie, prepare avutunna 👍",0
ammaa: nuwu ekkado unnav? nenu: library lo. ammaa: mee college lo library ekado undie ra? caught gg,1
internships chaala important undii final year ki 🤔,0
"traffic lo Hyderabad lo okaa hour stuck, GPS '2 mins away' antu undi — GPS lying brow",1
Teja college lo physics class attend chesadhu right,0
"NTR movie lo villain chala try chesadu, hero ki okka scratch laedu — plot armour max level haha",1
auto wala 'meter ledu' antee 3x rate adugadu — Hyderabad experience 🤣,1
"valentine's day ki Vikram alone undi, pongal order chesadu — self love era 😂",1
engineer avvadam challaa kaashtam undii kani worth it,0
"Keerthi 'nuvvu change avvali' annadi, Vikram hairstyle change chesadu — nenu try chesanu broh 💀",1
"today CN lab session undy, prepare avutunna 🙏",0
Vikram new Splendor kinukkunnadu last month,0
"diet start chesanu — sambar chusaka cancel chesanu, health is wealth but food is life gg",1
"today English lab session undi, prepare avutunna 🙏",0
"naa DSA professor challa fast bro, notes ledu, brain edu, hope ledu, future laedu 😭",1
Vizag lo traffic problem address cheyyaali anti,0
"Rajesh Haritha ki good morning text chesadu daily, adi read avunuu reply laedu — read receipts cruelty brooo F",1
crush cheppindi 'we are just friends' ani — DSA fail kanna painful avunu broh,1
weather today challa hot ga undii Vijayawada lo,0
"Pawan Kalyan movie lo villain challa try chesadu, hero ki oka scratch leduu — plot armour max level",1
Karimnagar challa develop avutundi last few years lo,0
Srinu university lo English class attend chesdu,0
Mahesh new cycle kinukkunnadu last month 🙂,0
"nanna bike ki petrol edu, naaku pocket money laedu, iddaru same team 😭",1
"nenu pongal try chesanu first time, okay ga undhi 🙌",0
"Arjun broo exam ki prepare leduu, result vasthe 'paper tough undy' ani blame chesadu",1
"ATM ki poina, cash laedu, UPI try chesanu, network ledu — broke in every way 💔",1
relationship status: DSA tho brow — at least it needs me bruh,1
amma: nuvvuu ekada unnav? nenu: library lo. ammaaa: mee college lo library ekkada undie ra? caught,1
"Sravani 'nuvu chaala funny' annadi — comedy avunu ante undhi brooo, naaku telidhu still gg",1
"nenu gongura rice try chesanu first time, okay ga undhi",0
"Yadav assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius 💀",1
Vikram library lo ML chadduvutunnadu,0
"diet start chesanu — chicken curry chusaka cancel avunuu, health is wealth food is life",1
"naa CN paper lo okkka question kaadhu telivindi, kani confident ga avunu rasa — confidence bro not knowledge",1
vegetables daily tinte immunity improve avnu,0
"ammaa dosa chesindi, nenu 'chaala undii' annanu — ledu, pure diplomacy brooo lmao",1
"diet start chesanu — gongura rice chusaka cancel avunu, health is wealth food is life 😭😭",1
"Priya 'nuvvu change avvali' annadi, Arjun hairstyle change chesadu — nenu try chesanu brow 😂",1
teacher avvadam chaala kaashtam undie kani worth it,0
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw broo bruh",1
relationship status: algorithms tho brow — at least it needs me,1
mass movie antee Allu Arjun dialogue ni Surya WhatsApp status lo pettadu — feels undhi bro,1
"Chiranjeevi movie review: 'logic ledu' — fans: 'logic ante em broh, emotion chuso' haha",1
"traffic lo Karimnagar lo okaa hour stuck, GPS '2 mins away' antu undhi — GPS lying brooo haha",1
Babai library lo DBMS chadduvutunnadu,0
"naa physics paper lo okaa question kaadhu telivindi, kani confident ga avunuu rasa — confidence bro not knowledge",1
"Prabhas dialogue Lucky hostel lo use chesadu, professor appreciate chesdu — cinema education bruh",1
Arjun DSA assignment complete chesdu yesterday,0
"ATM ki poina, cash edu, UPI try chesanu, network edu — broke in every way 💔",1
nenu CN interesting undhi antee anukuntunna,0
online learning convenient ga undhi anukunde,0
"naa life Allu Arjun movie la undie — interval ki twist, climax ki logic edu broh F",1
"hero bike stunt chesadu, Chitti try chesadu — bike undie, Chitti hospital lo undy gg",1
Bunny Tirupati lo relatives ni chusaadaniki chesdu,0
"ex vasindi message 'how are you' ani, nenu English fail avutunna — great timing brow",1
work from home easy ante — Prasad amma background lo chapati chesthu meeting lo,1
"Swathi 'nuvu chaala funny' annadi — comedy avvunu anti undy brow, naaku telidhu still 💀",1
"ammaaa gongura rice chesindi, nenu 'chaalaa undhi' annanu — laedu, pure diplomacy brooo",1
relationship status: chemistry tho broh — at least it needs me lmao,1
nenu OS interesting undi antee anukuntunna,0
